Getting all .java files in /Users/tamycova/SoftwareAnalytics/Lambda/dubbo including those in subdirectories 
1229 java files in ./dubbo
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-api/src/test/java/com/alibaba/dubbo/registry/PerformanceUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-api/src/test/java/com/alibaba/dubbo/registry/RegistryTestSupport.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-api/src/test/java/com/alibaba/dubbo/registry/support/AbstractRegistryFactoryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-api/src/test/java/com/alibaba/dubbo/registry/support/FailbackRegistryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/main/java/com/alibaba/dubbo/registry/dubbo/DubboRegistry.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/main/java/com/alibaba/dubbo/registry/dubbo/DubboRegistryFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/AbstractRegistryService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/DemoService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/MockChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/MockedClient.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/RegistryDirectoryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/RegistryProtocolTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/RegistryStatusCheckerTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/SimpleRegistryExporter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-default/src/test/java/com/alibaba/dubbo/registry/dubbo/SimpleRegistryService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-multicast/src/main/java/com/alibaba/dubbo/registry/multicast/MulticastRegistry.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-multicast/src/main/java/com/alibaba/dubbo/registry/multicast/MulticastRegistryFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-multicast/src/test/java/com/alibaba/dubbo/registry/multicast/MulticastRegistryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-redis/src/main/java/com/alibaba/dubbo/registry/redis/RedisRegistry.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-redis/src/main/java/com/alibaba/dubbo/registry/redis/RedisRegistryFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-redis/src/test/java/com/alibaba/dubbo/registry/redis/RedisRegistryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-zookeeper/src/main/java/com/alibaba/dubbo/registry/zookeeper/ZookeeperRegistry.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-zookeeper/src/main/java/com/alibaba/dubbo/registry/zookeeper/ZookeeperRegistryFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-registry/dubbo-registry-zookeeper/src/test/java/com/alibaba/dubbo/registry/zookeeper/ZookeeperRegistryTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/AbstractChannelBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ByteBufferBackedChannelBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ChannelBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ChannelBufferFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ChannelBufferInputStream.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ChannelBufferOutputStream.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/ChannelBuffers.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/DirectChannelBufferFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/DynamicChannelBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/HeapChannelBuffer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/buffer/HeapChannelBufferFactory.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Channel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/ChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Client.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Codec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Codec2.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Decodeable.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Dispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Endpoint.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/codec/ExchangeCodec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ExchangeChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ExchangeClient.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ExchangeHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/Exchanger.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/Exchangers.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ExchangeServer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/Request.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/Response.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ResponseCallback.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/ResponseFuture.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/DefaultFuture.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/ExchangeHandlerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/ExchangeHandlerDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/ExchangeServerDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeaderExchangeChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeaderExchangeClient.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeaderExchangeHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeaderExchanger.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeaderExchangeServer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeartbeatHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/header/HeartBeatTask.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/MultiMessage.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/Replier.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/ReplierDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/exchange/support/SimpleFuture.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/ExecutionException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/RemotingException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Server.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/codec/TelnetCodec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/command/ClearTelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/command/ExitTelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/command/HelpTelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/command/LogTelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/command/StatusTelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/Help.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/TelnetHandlerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/support/TelnetUtils.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/telnet/TelnetHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/TimeoutException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractChannelHandlerDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractClient.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractCodec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractEndpoint.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractPeer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/AbstractServer.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ChannelDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ChannelHandlerAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ChannelHandlerDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ChannelHandlerDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ClientDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/codec/CodecAdapter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/codec/TransportCodec.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/CodecSupport.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/DecodeHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/all/AllChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/all/AllDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/ChannelEventRunnable.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/ChannelHandlers.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/connection/ConnectionOrderedChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/connection/ConnectionOrderedDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/direct/DirectDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/execution/ExecutionChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/execution/ExecutionDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/message/MessageOnlyChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/message/MessageOnlyDispatcher.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/dispatcher/WrappedChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ExceedPayloadLimitException.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/MultiMessageHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/transport/ServerDelegate.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Transporter.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/main/java/com/alibaba/dubbo/remoting/Transporters.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/AbstractChannelBufferTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/ByteBufferBackedChannelBufferTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/ChannelBufferStreamTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/DirectChannelBufferTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/DynamicChannelBufferTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/buffer/HeapChannelBufferTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/ChanelHandlerTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/codec/AbstractMockChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/codec/ExchangeCodecTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/codec/TelnetCodecTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/DemoService.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/DemoServiceImpl.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/exchange/support/header/HeartBeatTaskTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/exchange/support/header/MockChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/handler/ConnectChannelHandlerTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/handler/HeaderExchangeHandlerTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/handler/MockedChannel.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/handler/MockedChannelHandler.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/handler/WrappedChannelHandlerTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/Main.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/MockResult.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/PerformanceClientCloseTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/PerformanceClientFixedTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/PerformanceClientMain.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/PerformanceClientTest.java
0 lambda expressions in /Users/tamycova/SoftwareAnalytics/Lambda/./dubbo/dubbo-remoting/dubbo-remoting-api/src/test/java/com/alibaba/dubbo/remoting/PerformanceServerMain.java
